,pid,player,team,dunkasst,rimasst,midasst,3Passt
0,40204,Jalen Coleman-Lands,Kansas,0.0,0.375,0.23076923076923078,0.7666666666666667
1,41728,K.J. Walton,Akron,0.0,0.3333333333333333,0.0,0.0
2,42129,Camron Justice,Western Kentucky,0.0,0.2653061224489796,0.17647058823529413,0.7808219178082192
3,42956,Traci Carter,Hartford,0.0,0.0,0.07407407407407407,0.6153846153846154
4,44216,Jeriah Horne,Tulsa,0.75,0.4222222222222222,0.288135593220339,0.9242424242424242
5,44217,Eric Curry,Minnesota,0.0,0.75,0.6981132075471698,1.0
6,44288,James Butler,Drexel,1.0,0.6458333333333334,0.47619047619047616,0.8333333333333334
7,44344,Jailyn Ingram,Georgia,1.0,0.2857142857142857,0.3333333333333333,1.0
8,44346,Quentin Jackson Jr.,Loyola Marymount,0.0,0.0,0.0,1.0
9,44420,Charlie Moore,Miami FL,0.0,0.34444444444444444,0.08695652173913043,0.7966101694915254
10,44546,Ben Shungu,Vermont,0.3333333333333333,0.2653061224489796,0.13636363636363635,0.7230769230769231
11,44685,Keon Clergeot,Southeastern Louisiana,0.5,0.2558139534883721,0.125,0.7272727272727273
12,44711,Bryce Aiken,Seton Hall,0.0,0.1,0.0,0.2916666666666667
13,44721,Peter Kiss,Bryant,0.6060606060606061,0.34965034965034963,0.20754716981132076,0.46
14,44755,Kevin Marfo,Quinnipiac,1.0,0.4,0.6666666666666666,1.0
15,44756,Jair Bolden,Butler,0.0,0.75,0.1111111111111111,0.7931034482758621
16,44757,Colin Slater,Long Beach St.,0.0,0.13513513513513514,0.2222222222222222,0.5806451612903226
17,44792,Joey Brunk,Ohio St.,1.0,0.5555555555555556,0.15,0.0
18,44793,Davion Mintz,Kentucky,0.0,0.20833333333333334,0.2222222222222222,0.8863636363636364
19,44846,Tyson Jolly,Iona,0.7272727272727273,0.47674418604651164,0.34285714285714286,0.9387755102040817
20,44849,AJ Wilson,South Carolina,0.75,0.5294117647058824,0.6666666666666666,1.0
21,44944,Xavier Green,Maryland,1.0,0.42857142857142855,0.5,0.9166666666666666
22,45017,Tareq Coburn,St. John's,1.0,0.5,0.6666666666666666,0.875
23,45090,Tavian Dunn-Martin,Florida Gulf Coast,0.0,0.05194805194805195,0.027777777777777776,0.5436893203883495
24,45184,Jakolby Long,Bethune Cookman,0.0,0.5909090909090909,0.3333333333333333,0.0
25,45252,Taze Moore,Houston,0.8095238095238095,0.532258064516129,0.1590909090909091,0.8409090909090909
26,45253,Justin Edler-Davis,Cal St. Bakersfield,0.3333333333333333,0.3157894736842105,0.5,0.875
27,45254,Greg Lee,Penn St.,0.5,0.375,0.3333333333333333,1.0
28,45288,Brandon Johnson,DePaul,0.75,0.3469387755102041,0.23529411764705882,1.0
29,45304,Nick Robinson,Western Carolina,0.5,0.2222222222222222,0.07407407407407407,0.6909090909090909
30,45309,Grant Golden,Richmond,0.75,0.5426356589147286,0.3333333333333333,1.0
31,45310,De'Monte Buckingham,UNC Greensboro,0.75,0.5892857142857143,0.4166666666666667,0.8636363636363636
32,45311,Nick Sherod,Richmond,0.0,0.375,0.25,0.9642857142857143
33,45359,Perry Francois,Charlotte,0.0,0.0,0.0,0.0
34,45477,Randy Miller Jr.,North Carolina Central,0.0,0.3225806451612903,0.0,0.7857142857142857
35,45562,Scott Spencer,Tulane,0.0,0.6666666666666666,0.5,0.9090909090909091
36,45571,Eron Gordon,Valparaiso,0.0,0.1111111111111111,0.5,0.9230769230769231
37,45620,Mitch Lightfoot,Kansas,1.0,0.7450980392156863,0.5714285714285714,1.0
38,45625,Nate Johnson,Xavier,1.0,0.6666666666666666,0.7368421052631579,0.8405797101449275
39,45642,Drew Buggs,Winthrop,0.0,0.025,0.0,0.7777777777777778
40,45744,DJ Jones,Florida A&M,0.8125,0.5517241379310345,0.6382978723404256,0.0
41,45815,Keith Fisher III,Pepperdine,1.0,0.5769230769230769,0.5,1.0
42,45818,Ben Coupet Jr.,Southern Illinois,0.9,0.4186046511627907,0.3,0.9607843137254902
43,45823,Kenny Cooper,Tennessee St.,0.0,0.045454545454545456,0.0,0.9230769230769231
44,45828,Monty Scott,Eastern Michigan,0.0,0.21621621621621623,0.2,0.7741935483870968
45,45835,Nick Hopkins,Siena,0.0,0.14285714285714285,0.17391304347826086,0.875
46,45840,DeAndre Dishman,Middle Tennessee,0.6363636363636364,0.37142857142857144,0.1724137931034483,0.0
47,45853,Osinachi Smart,Charleston,0.9166666666666666,0.7317073170731707,0.5,0.0
48,45896,Corey Allen,Georgia St.,0.0,0.12,0.125,0.7192982456140351
49,45906,Justin Hopkins,Texas Southern,0.7142857142857143,0.34146341463414637,0.2,1.0
50,45925,Damien Sears,Southern,0.5,0.41935483870967744,0.3333333333333333,0.0
51,45926,Patrick Tape,San Francisco,0.8947368421052632,0.7021276595744681,0.4,1.0
52,45936,Jordan Bell,Pacific,0.5,0.4166666666666667,0.2222222222222222,1.0
53,46052,Jalen Dupree,Tennessee St.,0.6666666666666666,0.4857142857142857,0.23076923076923078,0.6666666666666666
54,46092,Abdul Ado,Cincinnati,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0
55,46101,Ethan Claycomb,Bellarmine,0.0,0.5714285714285714,0.4375,0.8823529411764706
56,46155,Jaylen Fornes,UNC Wilmington,0.0,0.13636363636363635,0.10526315789473684,0.8214285714285714
57,46161,DeJuan Clayton,Hartford,0.0,0.0,0.0,0.0
58,46178,Trevor Anderson,Valparaiso,0.0,0.15,0.0,0.7333333333333333
59,46263,Rodney Miller Jr.,Miami FL,0.0,0.6,0.6,0.0
60,46265,Darius Hicks,Jackson St.,1.0,0.5714285714285714,0.375,0.5
61,46357,Brevin Galloway,Boston College,0.0,0.4375,0.25,0.8409090909090909
62,46358,Chevez Goodwin,USC,0.8571428571428571,0.6454545454545455,0.5384615384615384,0.0
63,46366,Michael Henn,Denver,1.0,0.62,0.35294117647058826,1.0
64,46503,Jeremy Sheppard,Rhode Island,0.0,0.12,0.08,0.6888888888888889
65,46507,Shawn Williams,Arkansas Pine Bluff,0.0,0.35,0.2727272727272727,0.525
66,46558,Ty Groce,Butler,0.75,0.5,0.0,1.0
67,46564,Chris Lester,New Hampshire,0.0,0.5,0.0,0.875
68,46569,Dimencio Vaughn,Rider,0.0,0.3894736842105263,0.25,0.76
69,46572,Michael Tertsea,Siena,0.0,0.0,0.0,0.0
70,46573,Ahsante Shivers,Southern,0.0,0.0,0.0,0.0
71,46574,Brandon Carroll,William & Mary,0.75,0.3409090909090909,0.0,0.967741935483871
72,46582,Shandon Goldman,Tennessee Tech,1.0,0.6,0.0,0.9166666666666666
73,46583,Andre Jones,Louisiana Monroe,0.75,0.30434782608695654,0.2608695652173913,0.8947368421052632
74,46596,Josh Parrish,San Diego,0.8333333333333334,0.35185185185185186,0.25,1.0
75,46727,Nysier Brooks,Mississippi,0.9183673469387755,0.7446808510638298,0.8,0.0
76,46793,C.J. Keyser,Old Dominion,0.75,0.3076923076923077,0.30952380952380953,0.7692307692307693
77,46794,Jordan Jones,Marist,0.75,0.4375,0.4117647058823529,0.0
78,46913,Precious Ayah,Miami OH,0.0,0.6777777777777778,0.4666666666666667,0.0
79,46918,Andrew Garcia,Kent St.,1.0,0.5,0.0,0.9333333333333333
80,46922,Michael Almonacy,Appalachian St.,0.0,0.25,0.0,0.7719298245614035
81,46982,Darian Adams,Jacksonville St.,0.3333333333333333,0.14545454545454545,0.10344827586206896,0.828125
82,47011,Jannson Williams,Eastern Kentucky,0.875,0.6,0.75,0.9666666666666667
83,47026,Josh Ayeni,Chattanooga,0.0,0.5238095238095238,0.5,0.75
84,47102,Joshua Tomaic,San Diego St.,0.3333333333333333,0.5714285714285714,0.5,1.0
85,47187,Jared Chatham,Central Arkansas,0.9166666666666666,0.6901408450704225,0.5263157894736842,1.0
